order_id,tanggal_transaksi,region,sektor_industri,kategori_produk,kuantitas,harga_satuan_idr,total_nilai_deal_idr,status_transaksi,revenue_idr
trx-20869,7/6/2021,papua,pertambangan,forklift,4,546597033,2186388132,lost (gagal),0
trx-20926,11/22/2021,sulawesi,manufaktur,tractor agrikultur,4,1070121922,4280487688,lost (gagal),0
trx-20420,1/15/2023,kalimantan,pertambangan,tractor agrikultur,1,1428834231,1428834231,in progress,0
trx-21442,2/6/2021,kalimantan,pertambangan,excavator,2,1044549513,2089099026,won (berhasil),2089099026
trx-20460,1/6/2021,kalimantan,pertambangan,genset (generator set),1,243356702,243356702,in progress,0
trx-20043,8/24/2021,sumatera,perkebunan,forklift,5,295134369,1475671845,won (berhasil),1475671845
trx-20087,5/1/2023,kalimantan,pertambangan,genset (generator set),4,458905208,1835620832,lost (gagal),0
trx-22347,8/25/2022,papua,pertambangan,genset (generator set),1,370485855,370485855,won (berhasil),370485855
trx-22981,11/21/2022,kalimantan,pertambangan,genset (generator set),5,406417722,2032088610,won (berhasil),2032088610
trx-20282,7/28/2021,papua,pertambangan,tractor agrikultur,2,1230193774,2460387548,lost (gagal),0
trx-20976,6/13/2023,kalimantan,konstruksi,tractor agrikultur,3,1231046733,3693140199,lost (gagal),0
trx-20598,7/15/2022,sulawesi,pertambangan,tractor agrikultur,5,1265475638,6327378190,lost (gagal),0
trx-20685,8/20/2022,jawa,manufaktur,genset (generator set),5,486536993,2432684965,won (berhasil),2432684965
trx-22894,1/7/2021,kalimantan,perkebunan,genset (generator set),1,263361562,263361562,lost (gagal),0
trx-21374,4/9/2021,kalimantan,pertambangan,excavator,2,2257280025,4514560050,won (berhasil),4514560050
trx-20533,11/18/2021,sumatera,perkebunan,forklift,4,276357736,1105430944,won (berhasil),1105430944
trx-21134,10/4/2021,papua,konstruksi,tractor agrikultur,4,1223632112,4894528448,won (berhasil),4894528448
trx-22647,6/16/2023,sulawesi,pertambangan,genset (generator set),1,309032752,309032752,lost (gagal),0
trx-22446,9/20/2023,sumatera,perkebunan,genset (generator set),5,421577663,2107888315,won (berhasil),2107888315
trx-22429,9/10/2021,jawa,pertambangan,forklift,2,286678429,573356858,in progress,0
trx-22147,12/27/2022,sulawesi,konstruksi,genset (generator set),1,318971290,318971290,won (berhasil),318971290
trx-21326,6/26/2022,papua,logistik & gudang,forklift,1,413167362,413167362,won (berhasil),413167362
trx-22129,2/15/2021,kalimantan,lainnya,tractor agrikultur,4,1485674363,5942697452,won (berhasil),5942697452
trx-22669,1/5/2023,papua,pertambangan,tractor agrikultur,4,1411303745,5645214980,won (berhasil),5645214980
trx-22602,7/2/2021,kalimantan,konstruksi,excavator,2,1889978071,3779956142,in progress,0
trx-21036,5/18/2021,jawa,pertambangan,tractor agrikultur,1,1181416464,1181416464,won (berhasil),1181416464
trx-21543,5/11/2022,jawa,manufaktur,tractor agrikultur,4,1312097897,5248391588,lost (gagal),0
trx-22226,9/25/2023,kalimantan,pertambangan,genset (generator set),5,244636796,1223183980,won (berhasil),1223183980
trx-20679,10/23/2021,jawa,pertambangan,forklift,4,574210975,2296843900,lost (gagal),0
trx-21399,12/5/2023,sulawesi,perkebunan,tractor agrikultur,5,1129271811,5646359055,lost (gagal),0
trx-20221,1/19/2022,sumatera,perkebunan,genset (generator set),3,446373816,1339121448,won (berhasil),1339121448
trx-20543,5/21/2021,papua,perkebunan,excavator,1,1710709359,1710709359,won (berhasil),1710709359
trx-21263,9/8/2022,sumatera,manufaktur,forklift,3,466011469,1398034407,lost (gagal),0
trx-22176,5/8/2023,sumatera,perkebunan,tractor agrikultur,3,996167950,2988503850,won (berhasil),2988503850
trx-21178,1/29/2021,sumatera,perkebunan,excavator,2,2132122510,4264245020,won (berhasil),4264245020
trx-20582,9/18/2023,sumatera,perkebunan,forklift,2,527134973,1054269946,won (berhasil),1054269946
trx-21278,3/26/2021,sumatera,perkebunan,excavator,1,1709501022,1709501022,lost (gagal),0
trx-21453,12/22/2021,sulawesi,perkebunan,tractor agrikultur,2,1445193715,2890387430,in progress,0
trx-20718,7/16/2023,sulawesi,perkebunan,excavator,2,2921015235,5842030470,lost (gagal),0
trx-22102,10/11/2021,kalimantan,lainnya,forklift,4,469488833,1877955332,won (berhasil),1877955332
trx-20676,11/21/2021,sumatera,perkebunan,forklift,3,326511862,979535586,won (berhasil),979535586
trx-22144,5/16/2021,jawa,konstruksi,tractor agrikultur,4,1348420444,5393681776,won (berhasil),5393681776
trx-20272,5/13/2023,sumatera,perkebunan,excavator,2,921699152,1843398304,lost (gagal),0
trx-20521,2/13/2022,kalimantan,pertambangan,tractor agrikultur,1,848705165,848705165,in progress,0
trx-21370,4/14/2023,jawa,konstruksi,forklift,3,511860903,1535582709,lost (gagal),0
trx-20978,9/20/2021,papua,konstruksi,forklift,3,574787135,1724361405,won (berhasil),1724361405
trx-21005,3/22/2022,papua,manufaktur,excavator,2,1898802701,3797605402,won (berhasil),3797605402
trx-20937,8/22/2021,jawa,manufaktur,excavator,1,2890780693,2890780693,won (berhasil),2890780693
trx-20350,4/19/2022,sulawesi,logistik & gudang,genset (generator set),3,333947717,1001843151,lost (gagal),0
trx-21805,11/14/2022,jawa,perkebunan,forklift,1,232147264,232147264,lost (gagal),0
trx-21078,6/6/2021,jawa,perkebunan,tractor agrikultur,3,1202526500,3607579500,won (berhasil),3607579500
trx-22652,4/2/2022,sumatera,perkebunan,excavator,2,1610792380,3221584760,won (berhasil),3221584760
trx-21338,9/26/2022,kalimantan,konstruksi,genset (generator set),2,274884458,549768916,won (berhasil),549768916
trx-22636,11/20/2023,papua,pertambangan,genset (generator set),4,134235570,536942280,lost (gagal),0
trx-22513,10/24/2022,sulawesi,logistik & gudang,tractor agrikultur,1,871379078,871379078,won (berhasil),871379078
trx-22494,2/5/2022,sumatera,perkebunan,forklift,2,469603594,939207188,won (berhasil),939207188
trx-21330,9/24/2022,papua,manufaktur,genset (generator set),1,459468055,459468055,won (berhasil),459468055
trx-22539,10/18/2022,unknown,pertambangan,forklift,5,517646863,2588234315,won (berhasil),2588234315
trx-20168,5/4/2023,kalimantan,perkebunan,genset (generator set),1,240477780,240477780,lost (gagal),0
trx-20965,3/11/2023,sulawesi,konstruksi,tractor agrikultur,3,1027346806,3082040418,won (berhasil),3082040418
trx-21840,11/30/2021,sulawesi,konstruksi,genset (generator set),4,294413618,1177654472,in progress,0
trx-21321,11/27/2021,jawa,logistik & gudang,excavator,2,2883419917,5766839834,in progress,0
trx-22404,2/2/2021,sumatera,logistik & gudang,forklift,2,364778883,729557766,lost (gagal),0
trx-21918,11/11/2022,papua,konstruksi,forklift,2,455947344,911894688,lost (gagal),0
trx-22188,10/2/2022,sumatera,pertambangan,excavator,2,1668209136,3336418272,lost (gagal),0
trx-22529,2/26/2021,sumatera,perkebunan,tractor agrikultur,4,1063461626,4253846504,won (berhasil),4253846504
trx-22269,8/15/2021,sumatera,logistik & gudang,tractor agrikultur,3,880254293,2640762879,lost (gagal),0
trx-21437,12/11/2021,unknown,konstruksi,genset (generator set),4,408995367,1635981468,lost (gagal),0
trx-20367,1/20/2021,sumatera,manufaktur,genset (generator set),5,395669194,1978345970,lost (gagal),0
trx-20845,9/20/2022,jawa,konstruksi,forklift,2,537470496,1074940992,lost (gagal),0
trx-22312,9/17/2023,papua,logistik & gudang,forklift,3,405661240,1216983720,won (berhasil),1216983720
trx-21413,9/9/2023,papua,pertambangan,genset (generator set),5,154857787,774288935,lost (gagal),0
trx-21366,8/24/2021,papua,pertambangan,tractor agrikultur,3,1435806587,4307419761,lost (gagal),0
trx-20351,11/3/2022,sumatera,logistik & gudang,excavator,1,2970717828,2970717828,lost (gagal),0
trx-22779,5/28/2022,kalimantan,pertambangan,excavator,2,2111611269,4223222538,in progress,0
trx-21188,11/29/2022,jawa,perkebunan,excavator,1,2317129817,2317129817,lost (gagal),0
trx-20887,1/9/2021,jawa,perkebunan,excavator,2,2810770099,5621540198,won (berhasil),5621540198
trx-21925,10/20/2022,sumatera,pertambangan,genset (generator set),2,448490809,896981618,lost (gagal),0
trx-22733,7/15/2023,kalimantan,logistik & gudang,forklift,3,378016878,1134050634,won (berhasil),1134050634
trx-22407,10/16/2021,sumatera,perkebunan,forklift,2,321682482,643364964,lost (gagal),0
trx-20498,8/4/2022,sulawesi,pertambangan,forklift,2,401425810,802851620,won (berhasil),802851620
trx-21702,5/23/2022,kalimantan,pertambangan,forklift,4,422203956,1688815824,in progress,0
trx-20210,3/11/2023,sulawesi,manufaktur,genset (generator set),3,159942275,479826825,lost (gagal),0
trx-22745,1/20/2021,kalimantan,konstruksi,tractor agrikultur,4,1165837787,4663351148,in progress,0
trx-21128,10/28/2023,papua,pertambangan,forklift,4,473221009,1892884036,won (berhasil),1892884036
trx-20227,3/14/2022,sumatera,perkebunan,tractor agrikultur,1,1458431599,1458431599,won (berhasil),1458431599
trx-20365,12/24/2022,papua,pertambangan,genset (generator set),1,322566439,322566439,lost (gagal),0
trx-21876,1/2/2021,sumatera,perkebunan,forklift,1,348070823,348070823,in progress,0
trx-21018,9/30/2023,sumatera,perkebunan,tractor agrikultur,3,1129260867,3387782601,won (berhasil),3387782601
trx-22015,8/15/2023,jawa,konstruksi,excavator,1,2776660033,2776660033,won (berhasil),2776660033
trx-22812,5/2/2021,sulawesi,logistik & gudang,excavator,2,1512872470,3025744940,won (berhasil),3025744940
trx-21598,4/5/2022,sulawesi,logistik & gudang,forklift,2,255105849,510211698,won (berhasil),510211698
trx-20407,2/26/2022,jawa,logistik & gudang,excavator,1,1718538038,1718538038,won (berhasil),1718538038
trx-22001,7/12/2022,kalimantan,konstruksi,forklift,4,299756910,1199027640,lost (gagal),0
trx-22134,9/16/2023,sulawesi,konstruksi,tractor agrikultur,4,952726003,3810904012,in progress,0
trx-22371,9/28/2021,jawa,perkebunan,forklift,3,488147440,1464442320,won (berhasil),1464442320
trx-21221,5/21/2022,papua,logistik & gudang,excavator,1,1520789582,1520789582,won (berhasil),1520789582
trx-22260,2/3/2022,kalimantan,lainnya,excavator,2,1891822514,3783645028,won (berhasil),3783645028
trx-22763,3/14/2021,sulawesi,manufaktur,tractor agrikultur,1,975546866,975546866,lost (gagal),0
trx-21825,6/14/2021,jawa,pertambangan,genset (generator set),2,301781403,603562806,won (berhasil),603562806
trx-20007,3/8/2021,sumatera,perkebunan,excavator,1,2949698287,2949698287,won (berhasil),2949698287
trx-22179,11/24/2022,papua,pertambangan,forklift,5,383833415,1919167075,won (berhasil),1919167075
trx-22792,1/17/2023,papua,logistik & gudang,genset (generator set),1,383903439,383903439,won (berhasil),383903439
trx-21972,1/26/2023,sumatera,manufaktur,forklift,5,325488044,1627440220,won (berhasil),1627440220
trx-20415,11/13/2021,papua,pertambangan,tractor agrikultur,3,1245147140,3735441420,won (berhasil),3735441420
trx-21010,5/23/2021,kalimantan,pertambangan,tractor agrikultur,4,1232364021,4929456084,won (berhasil),4929456084
trx-20746,3/25/2021,papua,manufaktur,forklift,4,501069465,2004277860,won (berhasil),2004277860
trx-22858,11/1/2023,papua,pertambangan,excavator,2,2442304835,4884609670,lost (gagal),0
trx-21985,2/16/2023,papua,pertambangan,forklift,4,529904422,2119617688,won (berhasil),2119617688
trx-20199,1/30/2023,sumatera,perkebunan,tractor agrikultur,1,1443366128,1443366128,won (berhasil),1443366128
trx-20283,1/11/2023,jawa,manufaktur,tractor agrikultur,4,1010458694,4041834776,won (berhasil),4041834776
trx-20231,4/25/2022,kalimantan,pertambangan,forklift,5,265442717,1327213585,won (berhasil),1327213585
trx-21910,3/25/2022,kalimantan,pertambangan,forklift,5,575526128,2877630640,in progress,0
trx-21011,3/23/2023,sumatera,perkebunan,tractor agrikultur,4,1241298752,4965195008,won (berhasil),4965195008
trx-20096,1/1/2023,sumatera,perkebunan,genset (generator set),1,352674251,352674251,won (berhasil),352674251
trx-21412,7/4/2021,jawa,konstruksi,genset (generator set),2,493117215,986234430,won (berhasil),986234430
trx-22993,10/1/2022,jawa,perkebunan,excavator,2,2802825545,5605651090,lost (gagal),0
trx-21988,10/17/2023,jawa,perkebunan,excavator,1,2597425694,2597425694,won (berhasil),2597425694
trx-22483,12/17/2023,sulawesi,konstruksi,forklift,1,395323842,395323842,lost (gagal),0
trx-21936,5/19/2023,sulawesi,pertambangan,tractor agrikultur,3,916818592,2750455776,in progress,0
trx-21532,4/15/2022,sulawesi,logistik & gudang,tractor agrikultur,3,1141760155,3425280465,in progress,0
trx-22910,10/2/2022,sulawesi,pertambangan,forklift,2,595026450,1190052900,lost (gagal),0
trx-22630,11/1/2023,jawa,manufaktur,forklift,2,468725305,937450610,won (berhasil),937450610
trx-21465,5/25/2022,papua,pertambangan,excavator,3,1166487600,3499462800,in progress,0
trx-21448,3/11/2021,jawa,konstruksi,excavator,1,2659573380,2659573380,won (berhasil),2659573380
trx-20104,1/30/2022,papua,pertambangan,genset (generator set),1,304813439,304813439,won (berhasil),304813439
trx-22593,9/1/2021,jawa,pertambangan,tractor agrikultur,3,855198345,2565595035,lost (gagal),0
trx-21100,4/1/2021,kalimantan,manufaktur,excavator,1,1536405188,1536405188,in progress,0
trx-22291,3/14/2023,jawa,logistik & gudang,tractor agrikultur,5,836228579,4181142895,won (berhasil),4181142895
trx-22893,1/11/2021,jawa,manufaktur,excavator,2,2238742062,4477484124,in progress,0
trx-21600,3/9/2021,sulawesi,logistik & gudang,genset (generator set),5,255915692,1279578460,won (berhasil),1279578460
trx-22508,11/29/2023,sumatera,perkebunan,forklift,2,467091702,934183404,lost (gagal),0
trx-20776,1/4/2021,sulawesi,konstruksi,excavator,2,1508487127,3016974254,won (berhasil),3016974254
trx-20226,10/9/2022,sulawesi,pertambangan,excavator,2,2133222447,4266444894,won (berhasil),4266444894
trx-21272,1/15/2023,jawa,logistik & gudang,genset (generator set),1,373694157,373694157,won (berhasil),373694157
trx-22334,5/28/2021,sulawesi,pertambangan,genset (generator set),4,420789940,1683159760,lost (gagal),0
trx-21588,7/12/2022,unknown,manufaktur,forklift,2,324095371,648190742,won (berhasil),648190742
trx-22110,2/17/2023,sumatera,konstruksi,excavator,1,1587964849,1587964849,lost (gagal),0
trx-22452,9/7/2023,sulawesi,perkebunan,tractor agrikultur,3,1083900244,3251700732,won (berhasil),3251700732
trx-21073,2/16/2023,papua,logistik & gudang,forklift,5,325033259,1625166295,lost (gagal),0
trx-20700,7/19/2022,sumatera,manufaktur,tractor agrikultur,1,1360762287,1360762287,won (berhasil),1360762287
trx-21135,7/15/2021,papua,konstruksi,excavator,1,1659851394,1659851394,lost (gagal),0
trx-22832,4/4/2023,sulawesi,logistik & gudang,excavator,2,1701537368,3403074736,lost (gagal),0
trx-22800,1/20/2021,kalimantan,pertambangan,genset (generator set),2,377107120,754214240,lost (gagal),0
trx-20464,10/8/2022,jawa,perkebunan,forklift,5,205689660,1028448300,won (berhasil),1028448300
trx-20847,6/6/2023,papua,perkebunan,forklift,3,414395868,1243187604,won (berhasil),1243187604
trx-20755,8/14/2021,sumatera,logistik & gudang,tractor agrikultur,5,1309673984,6548369920,lost (gagal),0
trx-22994,5/14/2021,papua,pertambangan,forklift,2,533362204,1066724408,won (berhasil),1066724408
trx-21334,12/10/2022,kalimantan,konstruksi,forklift,3,400771072,1202313216,won (berhasil),1202313216
trx-22714,1/7/2022,sumatera,pertambangan,tractor agrikultur,4,1482966566,5931866264,lost (gagal),0
trx-22241,6/9/2023,kalimantan,pertambangan,forklift,3,349676922,1049030766,lost (gagal),0
trx-22022,7/19/2022,jawa,manufaktur,excavator,1,2583966373,2583966373,lost (gagal),0
trx-20212,12/4/2021,jawa,manufaktur,tractor agrikultur,5,954329432,4771647160,in progress,0
trx-20012,3/22/2021,sulawesi,pertambangan,forklift,4,382250213,1529000852,won (berhasil),1529000852
trx-22951,12/16/2022,papua,pertambangan,tractor agrikultur,2,966933138,1933866276,won (berhasil),1933866276
trx-20422,8/29/2022,sumatera,logistik & gudang,tractor agrikultur,2,1146694703,2293389406,lost (gagal),0
trx-21651,9/10/2022,jawa,manufaktur,excavator,1,2480284631,2480284631,won (berhasil),2480284631
trx-22020,10/30/2021,papua,pertambangan,excavator,2,2540009440,5080018880,won (berhasil),5080018880
trx-22890,12/16/2023,sumatera,pertambangan,tractor agrikultur,5,1231309634,6156548170,won (berhasil),6156548170
trx-22474,12/13/2023,kalimantan,pertambangan,excavator,1,2438516135,2438516135,won (berhasil),2438516135
trx-22683,10/5/2021,jawa,pertambangan,tractor agrikultur,4,1124467046,4497868184,won (berhasil),4497868184
trx-22477,11/5/2023,sulawesi,perkebunan,tractor agrikultur,5,1100364995,5501824975,lost (gagal),0
trx-21093,7/20/2022,sulawesi,perkebunan,excavator,1,2908542630,2908542630,won (berhasil),2908542630
trx-21730,5/25/2023,sulawesi,pertambangan,forklift,5,402840459,2014202295,won (berhasil),2014202295
trx-22183,1/10/2022,jawa,pertambangan,genset (generator set),2,243969517,487939034,lost (gagal),0
trx-20509,2/23/2023,sumatera,perkebunan,excavator,2,2416608974,4833217948,won (berhasil),4833217948
trx-20644,10/17/2023,kalimantan,pertambangan,genset (generator set),1,265870287,265870287,won (berhasil),265870287
trx-20597,9/17/2021,kalimantan,pertambangan,genset (generator set),5,204948359,1024741795,won (berhasil),1024741795
trx-22614,11/10/2023,sumatera,perkebunan,genset (generator set),2,251428529,502857058,lost (gagal),0
trx-20798,12/16/2022,kalimantan,pertambangan,tractor agrikultur,5,1307069316,6535346580,won (berhasil),6535346580
trx-22806,5/9/2021,jawa,pertambangan,genset (generator set),5,242052895,1210264475,won (berhasil),1210264475
trx-22687,9/16/2021,sumatera,manufaktur,tractor agrikultur,2,933221518,1866443036,won (berhasil),1866443036
trx-20518,7/23/2022,papua,perkebunan,genset (generator set),4,235267974,941071896,lost (gagal),0
trx-20912,9/29/2022,papua,pertambangan,genset (generator set),1,237671023,237671023,won (berhasil),237671023
trx-20573,7/31/2022,sulawesi,logistik & gudang,forklift,2,245703899,491407798,lost (gagal),0
trx-22977,3/16/2021,jawa,pertambangan,tractor agrikultur,4,1287942143,5151768572,won (berhasil),5151768572
trx-22770,8/18/2023,sumatera,perkebunan,tractor agrikultur,3,943192602,2829577806,won (berhasil),2829577806
trx-21392,8/21/2023,jawa,manufaktur,tractor agrikultur,5,1489456374,7447281870,won (berhasil),7447281870
trx-22028,7/13/2022,papua,pertambangan,forklift,4,563155154,2252620616,won (berhasil),2252620616
trx-21800,1/5/2022,sulawesi,perkebunan,genset (generator set),4,411173664,1644694656,won (berhasil),1644694656
trx-22487,3/19/2022,sumatera,pertambangan,forklift,5,238113711,1190568555,in progress,0
trx-21488,3/17/2021,sulawesi,logistik & gudang,excavator,2,1810674109,3621348218,won (berhasil),3621348218
trx-20123,2/2/2021,sulawesi,perkebunan,excavator,1,1647455872,1647455872,lost (gagal),0
trx-21228,5/3/2022,jawa,konstruksi,excavator,1,1992298259,1992298259,won (berhasil),1992298259
trx-20220,2/13/2022,kalimantan,manufaktur,tractor agrikultur,3,912338629,2737015887,won (berhasil),2737015887
trx-22955,8/23/2023,sumatera,manufaktur,forklift,2,450022504,900045008,won (berhasil),900045008
trx-20358,8/25/2021,jawa,logistik & gudang,forklift,4,392145829,1568583316,won (berhasil),1568583316
trx-21606,10/22/2023,papua,pertambangan,excavator,2,1957579931,3915159862,won (berhasil),3915159862
trx-21862,6/15/2023,jawa,pertambangan,forklift,1,407270071,407270071,lost (gagal),0
trx-20259,12/21/2022,sumatera,perkebunan,genset (generator set),1,277625620,277625620,lost (gagal),0
trx-22817,8/23/2022,jawa,konstruksi,tractor agrikultur,3,1089272647,3267817941,won (berhasil),3267817941
trx-20871,1/26/2021,papua,pertambangan,tractor agrikultur,2,897782623,1795565246,won (berhasil),1795565246
trx-22430,8/13/2023,kalimantan,pertambangan,tractor agrikultur,3,1000893057,3002679171,won (berhasil),3002679171
trx-21642,5/6/2023,kalimantan,perkebunan,forklift,3,554475809,1663427427,lost (gagal),0
trx-21987,6/27/2022,sulawesi,manufaktur,excavator,1,2483053599,2483053599,won (berhasil),2483053599
trx-22496,10/9/2021,jawa,perkebunan,tractor agrikultur,1,1184594400,1184594400,won (berhasil),1184594400
trx-22420,1/21/2022,papua,pertambangan,excavator,2,2705282775,5410565550,won (berhasil),5410565550
trx-21551,11/30/2021,sumatera,perkebunan,genset (generator set),2,470956409,941912818,won (berhasil),941912818
trx-22840,9/21/2022,sumatera,perkebunan,genset (generator set),2,420772357,841544714,won (berhasil),841544714
trx-22761,11/8/2021,kalimantan,logistik & gudang,genset (generator set),5,458446682,2292233410,won (berhasil),2292233410
trx-22362,2/27/2022,sulawesi,pertambangan,tractor agrikultur,3,1060374963,3181124889,won (berhasil),3181124889
trx-20456,6/7/2021,jawa,manufaktur,excavator,1,2041645673,2041645673,won (berhasil),2041645673
trx-20462,5/27/2023,sulawesi,pertambangan,forklift,4,337284420,1349137680,lost (gagal),0
trx-22259,11/12/2021,papua,lainnya,excavator,1,1997845883,1997845883,won (berhasil),1997845883
trx-20785,11/2/2023,papua,pertambangan,forklift,3,243741761,731225283,won (berhasil),731225283
trx-21562,9/26/2022,sulawesi,perkebunan,genset (generator set),5,233447083,1167235415,lost (gagal),0
trx-20381,12/9/2021,papua,pertambangan,forklift,4,400556080,1602224320,won (berhasil),1602224320
trx-21866,7/20/2023,sulawesi,konstruksi,tractor agrikultur,2,1138856351,2277712702,won (berhasil),2277712702
trx-22149,1/3/2023,sulawesi,pertambangan,tractor agrikultur,2,1363139264,2726278528,lost (gagal),0
trx-21261,4/11/2021,sumatera,pertambangan,excavator,1,2833318640,2833318640,in progress,0
trx-21697,4/8/2023,sulawesi,manufaktur,excavator,1,2346088319,2346088319,won (berhasil),2346088319
trx-21454,5/26/2023,papua,pertambangan,forklift,1,230301754,230301754,lost (gagal),0
trx-20838,5/14/2021,papua,konstruksi,excavator,1,2210992277,2210992277,lost (gagal),0
trx-21299,11/25/2021,sulawesi,manufaktur,genset (generator set),5,240664441,1203322205,won (berhasil),1203322205
trx-21053,8/10/2021,unknown,pertambangan,forklift,4,538565911,2154263644,in progress,0
trx-21080,7/27/2023,jawa,logistik & gudang,tractor agrikultur,2,1026326434,2052652868,won (berhasil),2052652868
trx-21738,11/18/2023,jawa,manufaktur,forklift,2,471003520,942007040,won (berhasil),942007040
trx-21477,7/8/2023,papua,manufaktur,tractor agrikultur,3,1037220337,3111661011,lost (gagal),0
trx-22397,2/6/2023,sulawesi,konstruksi,genset (generator set),3,117033400,351100200,won (berhasil),351100200
trx-21533,11/6/2023,papua,pertambangan,tractor agrikultur,3,1170570133,3511710399,in progress,0
trx-21233,3/14/2023,sumatera,pertambangan,genset (generator set),1,237474708,237474708,won (berhasil),237474708
trx-20542,11/16/2023,kalimantan,perkebunan,tractor agrikultur,1,1368832328,1368832328,lost (gagal),0
trx-21292,10/30/2022,jawa,lainnya,genset (generator set),1,464690342,464690342,lost (gagal),0
trx-21317,10/15/2022,sulawesi,perkebunan,forklift,2,281608749,563217498,won (berhasil),563217498
trx-21229,7/12/2021,sumatera,perkebunan,genset (generator set),1,125547059,125547059,won (berhasil),125547059
trx-21842,10/24/2022,kalimantan,konstruksi,genset (generator set),2,188972682,377945364,won (berhasil),377945364
trx-21117,6/29/2023,papua,manufaktur,forklift,1,277687767,277687767,won (berhasil),277687767
trx-22459,2/9/2022,papua,logistik & gudang,forklift,3,343344600,1030033800,lost (gagal),0
trx-22272,11/13/2022,sulawesi,logistik & gudang,genset (generator set),1,370528522,370528522,lost (gagal),0
trx-22872,7/5/2022,jawa,perkebunan,excavator,1,2284839845,2284839845,won (berhasil),2284839845
trx-22727,9/16/2022,sulawesi,pertambangan,tractor agrikultur,5,1227087128,6135435640,won (berhasil),6135435640
trx-22941,3/12/2021,sumatera,perkebunan,excavator,1,2634625633,2634625633,lost (gagal),0
trx-21767,10/23/2023,jawa,pertambangan,excavator,2,2493717193,4987434386,won (berhasil),4987434386
trx-22645,7/26/2022,kalimantan,konstruksi,tractor agrikultur,2,1124357366,2248714732,won (berhasil),2248714732
trx-22458,6/3/2021,papua,logistik & gudang,genset (generator set),1,457775205,457775205,won (berhasil),457775205
trx-21752,9/4/2023,papua,pertambangan,forklift,3,347698062,1043094186,won (berhasil),1043094186
trx-22681,10/25/2022,sumatera,manufaktur,tractor agrikultur,2,1078675963,2157351926,won (berhasil),2157351926
trx-20435,7/25/2022,jawa,manufaktur,genset (generator set),4,268481480,1073925920,lost (gagal),0
trx-20237,12/18/2021,kalimantan,manufaktur,excavator,1,1745594327,1745594327,in progress,0
trx-21055,1/4/2023,papua,pertambangan,tractor agrikultur,4,1189136105,4756544420,in progress,0
trx-20109,1/11/2021,sumatera,konstruksi,forklift,5,338423865,1692119325,won (berhasil),1692119325
trx-20781,5/13/2023,sulawesi,manufaktur,genset (generator set),2,134941689,269883378,won (berhasil),269883378
trx-22089,1/8/2022,papua,pertambangan,genset (generator set),5,492858985,2464294925,won (berhasil),2464294925
trx-20163,11/7/2022,kalimantan,pertambangan,tractor agrikultur,2,906442307,1812884614,in progress,0
trx-20288,9/1/2023,papua,konstruksi,tractor agrikultur,2,1067296514,2134593028,won (berhasil),2134593028
trx-20252,11/9/2022,kalimantan,konstruksi,forklift,1,500966115,500966115,won (berhasil),500966115
trx-22132,5/24/2021,sulawesi,perkebunan,excavator,1,2719789271,2719789271,won (berhasil),2719789271
trx-22051,2/21/2022,kalimantan,manufaktur,forklift,5,590525017,2952625085,won (berhasil),2952625085
trx-20767,5/6/2021,kalimantan,pertambangan,tractor agrikultur,4,859082846,3436331384,won (berhasil),3436331384
trx-20787,10/26/2022,jawa,manufaktur,genset (generator set),4,296221478,1184885912,won (berhasil),1184885912
trx-21352,10/16/2023,kalimantan,pertambangan,tractor agrikultur,3,807475897,2422427691,won (berhasil),2422427691
trx-21578,1/1/2021,papua,pertambangan,genset (generator set),5,317782009,1588910045,lost (gagal),0
trx-22964,2/14/2021,sulawesi,konstruksi,genset (generator set),3,318292900,954878700,won (berhasil),954878700
trx-22828,5/4/2021,jawa,konstruksi,forklift,3,521564804,1564694412,won (berhasil),1564694412
trx-21457,9/15/2022,kalimantan,pertambangan,genset (generator set),1,335086577,335086577,won (berhasil),335086577
trx-22370,8/25/2023,jawa,pertambangan,excavator,1,2881654658,2881654658,won (berhasil),2881654658
trx-21962,5/22/2022,jawa,perkebunan,forklift,1,356166702,356166702,lost (gagal),0
trx-22401,4/14/2021,jawa,pertambangan,forklift,2,396411787,792823574,won (berhasil),792823574
trx-22497,6/1/2023,papua,pertambangan,tractor agrikultur,4,1297979945,5191919780,lost (gagal),0
trx-22865,1/15/2022,papua,pertambangan,genset (generator set),1,110826411,110826411,won (berhasil),110826411
trx-21032,5/17/2022,jawa,konstruksi,genset (generator set),3,411977170,1235931510,in progress,0
trx-22437,8/13/2023,jawa,konstruksi,genset (generator set),2,338534122,677068244,won (berhasil),677068244
trx-20461,7/15/2022,sulawesi,pertambangan,genset (generator set),5,147878761,739393805,lost (gagal),0
trx-22464,4/27/2022,kalimantan,logistik & gudang,tractor agrikultur,4,1402539077,5610156308,won (berhasil),5610156308
trx-21503,6/30/2023,sulawesi,konstruksi,excavator,2,1612627519,3225255038,in progress,0
trx-20157,4/28/2023,kalimantan,perkebunan,forklift,1,408131198,408131198,won (berhasil),408131198
trx-22571,8/31/2023,jawa,manufaktur,excavator,1,1891090072,1891090072,won (berhasil),1891090072
trx-21992,6/20/2022,sulawesi,konstruksi,forklift,5,481311520,2406557600,won (berhasil),2406557600
trx-21691,3/18/2023,sulawesi,konstruksi,genset (generator set),3,283683645,851050935,lost (gagal),0
trx-20677,2/12/2021,papua,konstruksi,excavator,1,1987292467,1987292467,won (berhasil),1987292467
