Order_ID,Tanggal_Transaksi,Region,Sektor_Industri,Kategori_Produk,Kuantitas,Harga_Satuan_IDR,Total_Nilai_Deal_IDR,Status_Transaksi,Revenue_IDR
TRX-22792,2023-01-17,Papua,Logistik & Gudang,Genset (Generator Set),1,383903439,383903439,Won (Berhasil),383903439
TRX-21972,2023-01-26,Sumatera,Manufaktur,Forklift,5,325488044,1627440220,Won (Berhasil),1627440220
TRX-20415,2021-11-13,Papua,Pertambangan,Tractor Agrikultur,3,1245147140,3735441420,Won (Berhasil),3735441420
TRX-21010,2021-05-23,Kalimantan,Pertambangan,Tractor Agrikultur,4,1232364021,4929456084,Won (Berhasil),4929456084
TRX-20746,2021-03-25,Papua,Manufaktur,Forklift,4,501069465,2004277860,Won (Berhasil),2004277860
TRX-22858,2023-11-01,Papua,Pertambangan,Excavator,2,2442304835,4884609670,Lost (Gagal),0
TRX-21985,2023-02-16,Papua,Pertambangan,Forklift,4,529904422,2119617688,Won (Berhasil),2119617688
TRX-20199,2023-01-30,Sumatera,Perkebunan,Tractor Agrikultur,1,1443366128,1443366128,Won (Berhasil),1443366128
TRX-20283,2023-01-11,Jawa,Manufaktur,Tractor Agrikultur,4,1010458694,4041834776,Won (Berhasil),4041834776
TRX-20231,2022-04-25,Kalimantan,Pertambangan,Forklift,5,265442717,1327213585,Won (Berhasil),1327213585
TRX-21910,2022-03-25,Kalimantan,Pertambangan,Forklift,5,575526128,2877630640,In Progress,0
TRX-21011,2023-03-23,Sumatera,Perkebunan,Tractor Agrikultur,4,1241298752,4965195008,Won (Berhasil),4965195008
TRX-20096,2023-01-01,Sumatera,Perkebunan,Genset (Generator Set),1,352674251,352674251,Won (Berhasil),352674251
TRX-21412,2021-07-04,Jawa,Konstruksi,Genset (Generator Set),2,493117215,986234430,Won (Berhasil),986234430
TRX-22993,2022-10-01,Jawa,Perkebunan,Excavator,2,2802825545,5605651090,Lost (Gagal),0
TRX-21988,2023-10-17,Jawa,Perkebunan,Excavator,1,2597425694,2597425694,Won (Berhasil),2597425694
TRX-22483,2023-12-17,Sulawesi,Konstruksi,Forklift,1,395323842,395323842,Lost (Gagal),0
TRX-21936,2023-05-19,Sulawesi,Pertambangan,Tractor Agrikultur,3,916818592,2750455776,In Progress,0
TRX-21532,2022-04-15,Sulawesi,Logistik & Gudang,Tractor Agrikultur,3,1141760155,3425280465,In Progress,0
TRX-22910,2022-10-02,Sulawesi,Pertambangan,Forklift,2,595026450,1190052900,Lost (Gagal),0
TRX-22630,2023-11-01,Jawa,Manufaktur,Forklift,2,468725305,937450610,Won (Berhasil),937450610
TRX-21465,2022-05-25,Papua,Pertambangan,Ekskavator,3,1166487600,3499462800,In Progress,0
TRX-21448,2021-03-11,Jawa,Konstruksi,Excavator,1,2659573380,2659573380,Won (Berhasil),2659573380
TRX-20104,2022-01-30,Papua,Pertambangan,Genset (Generator Set),1,304813439,304813439,Won (Berhasil),304813439
TRX-22593,2021-09-01,Jawa,Pertambangan,Tractor Agrikultur,3,855198345,2565595035,Lost (Gagal),0
TRX-21100,2021-04-01,Kalimantan,Manufaktur,Excavator,1,1536405188,1536405188,In Progress,0
TRX-22291,2023-03-14,Jawa,Logistik & Gudang,Tractor Agrikultur,5,836228579,4181142895,Won (Berhasil),4181142895
TRX-22893,2021-01-11,Jawa,Manufaktur,Excavator,2,2238742062,4477484124,In Progress,0
TRX-21600,2021-03-09,Sulawesi,Logistik & Gudang,Genset (Generator Set),5,255915692,1279578460,Won (Berhasil),1279578460
TRX-22508,2023-11-29,Sumatera,Perkebunan,Forklift,2,467091702,934183404,Lost (Gagal),0
TRX-20776,2021-01-04,Sulawesi,Konstruksi,Excavator,2,1508487127,3016974254,Won (Berhasil),3016974254
TRX-20226,2022-10-09,Sulawesi,Pertambangan,Excavator,2,2133222447,4266444894,Won (Berhasil),4266444894
TRX-21272,2023-01-15,Jawa,Logistik & Gudang,Genset (Generator Set),1,373694157,373694157,Won (Berhasil),373694157
TRX-22334,2021-05-28,Sulawesi,Pertambangan,Genset (Generator Set),4,420789940,1683159760,Lost (Gagal),0
TRX-21588,2022-07-12,,Manufaktur,Forklift,2,324095371,648190742,Won (Berhasil),648190742
TRX-22110,2023-02-17,Sumatera,Konstruksi,Excavator,1,1587964849,1587964849,Lost (Gagal),0
TRX-22452,2023-09-07,Sulawesi,Perkebunan,Tractor Agrikultur,3,1083900244,3251700732,Won (Berhasil),3251700732
TRX-21073,2023-02-16,Papua,Logistik & Gudang,Forklift,5,325033259,1625166295,Lost (Gagal),0
TRX-20700,2022-07-19,Sumatera,Manufaktur,Tractor Agrikultur,1,1360762287,1360762287,Won (Berhasil),1360762287
TRX-21135,2021-07-15,Papua,Konstruksi,Excavator,1,1659851394,1659851394,Lost (Gagal),0
TRX-22832,2023-04-04,Sulawesi,Logistik & Gudang,Excavator,2,1701537368,3403074736,Lost (Gagal),0
TRX-22800,2021-01-20,Kalimantan,Pertambangan,Genset (Generator Set),2,377107120,754214240,Lost (Gagal),0
TRX-20464,2022-10-08,Jawa,Perkebunan,Forklift,5,205689660,1028448300,Won (Berhasil),1028448300
TRX-20847,2023-06-06,Papua,Perkebunan,Forklift,3,414395868,1243187604,Won (Berhasil),1243187604
TRX-20755,2021-08-14,Sumatera,Logistik & Gudang,Tractor Agrikultur,5,1309673984,6548369920,Lost (Gagal),0
TRX-22994,2021-05-14,Papua,Pertambangan,Forklift,2,533362204,1066724408,Won (Berhasil),1066724408
TRX-21334,2022-12-10,Kalimantan,Konstruksi,Forklift,3,400771072,1202313216,Won (Berhasil),1202313216
TRX-22714,2022-01-07,Sumatera,Pertambangan,Tractor Agrikultur,4,1482966566,5931866264,Lost (Gagal),0
TRX-22241,2023-06-09,Kalimantan,Pertambangan,Forklift,3,349676922,1049030766,Lost (Gagal),0
TRX-22022,2022-07-19,Jawa,Manufaktur,Excavator,1,2583966373,2583966373,Lost (Gagal),0
TRX-20212,2021-12-04,Jawa,Manufaktur,Tractor Agrikultur,5,954329432,4771647160,In Progress,0
TRX-20012,2021-03-22,Sulawesi,Pertambangan,Forklift,4,382250213,1529000852,Won (Berhasil),1529000852
TRX-22951,2022-12-16,Papua,Pertambangan,Tractor Agrikultur,2,966933138,1933866276,Won (Berhasil),1933866276
TRX-20422,2022-08-29,Sumatera,Logistik & Gudang,Tractor Agrikultur,2,1146694703,2293389406,Lost (Gagal),0
TRX-21651,2022-09-10,Jawa,Manufaktur,Excavator,1,2480284631,2480284631,Won (Berhasil),2480284631
TRX-22020,2021-10-30,Papua,Pertambangan,Excavator,2,2540009440,5080018880,Won (Berhasil),5080018880
TRX-22890,2023-12-16,Sumatera,Pertambangan,Tractor Agrikultur,5,1231309634,6156548170,Won (Berhasil),6156548170
TRX-22474,2023-12-13,Kalimantan,Pertambangan,Excavator,1,2438516135,2438516135,Won (Berhasil),2438516135
TRX-22683,2021-10-05,Jawa,Pertambangan,Tractor Agrikultur,4,1124467046,4497868184,Won (Berhasil),4497868184
TRX-22477,2023-11-05,Sulawesi,Perkebunan,Tractor Agrikultur,5,1100364995,5501824975,Lost (Gagal),0
TRX-21093,2022-07-20,Sulawesi,Perkebunan,Excavator,1,2908542630,2908542630,Won (Berhasil),2908542630
TRX-21730,2023-05-25,Sulawesi,Pertambangan,Forklift,5,402840459,2014202295,Won (Berhasil),2014202295
TRX-22183,2022-01-10,Jawa,Pertambangan,Genset (Generator Set),2,243969517,487939034,Lost (Gagal),0
TRX-20509,2023-02-23,Sumatera,Perkebunan,Excavator,2,2416608974,4833217948,Won (Berhasil),4833217948
TRX-20644,2023-10-17,Kalimantan,Pertambangan,Genset (Generator Set),1,265870287,265870287,Won (Berhasil),265870287
TRX-20597,2021-09-17,Kalimantan,Pertambangan,Genset (Generator Set),5,204948359,1024741795,Won (Berhasil),1024741795
TRX-22614,2023-11-10,Sumatera,Perkebunan,Genset (Generator Set),2,251428529,502857058,Lost (Gagal),0
TRX-20798,2022-12-16,Kalimantan,Pertambangan,Tractor Agrikultur,5,1307069316,6535346580,Won (Berhasil),6535346580
TRX-22806,2021-05-09,Jawa,Pertambangan,Genset (Generator Set),5,242052895,1210264475,Won (Berhasil),1210264475
TRX-22687,2021-09-16,Sumatera,Manufaktur,Tractor Agrikultur,2,933221518,1866443036,Won (Berhasil),1866443036
TRX-20518,2022-07-23,Papua,Perkebunan,Genset (Generator Set),4,235267974,941071896,Lost (Gagal),0
TRX-20912,2022-09-29,Papua,Pertambangan,Genset (Generator Set),1,237671023,237671023,Won (Berhasil),237671023
TRX-20573,2022-07-31,Sulawesi,Logistik & Gudang,Forklift,2,245703899,491407798,Lost (Gagal),0
TRX-22977,2021-03-16,Jawa,Pertambangan,Tractor Agrikultur,4,1287942143,5151768572,Won (Berhasil),5151768572
TRX-22770,2023-08-18,Sumatera,Perkebunan,Tractor Agrikultur,3,943192602,2829577806,Won (Berhasil),2829577806
TRX-21392,2023-08-21,Jawa,Manufaktur,Tractor Agrikultur,5,1489456374,7447281870,Won (Berhasil),7447281870
TRX-22028,2022-07-13,Papua,Pertambangan,Forklift,4,563155154,2252620616,Won (Berhasil),2252620616
TRX-21800,2022-01-05,Sulawesi,Perkebunan,Genset (Generator Set),4,411173664,1644694656,Won (Berhasil),1644694656
TRX-22487,2022-03-19,Sumatera,Pertambangan,Forklift,5,238113711,1190568555,In Progress,0
TRX-21488,2021-03-17,Sulawesi,Logistik & Gudang,Excavator,2,1810674109,3621348218,Won (Berhasil),3621348218
TRX-20123,2021-02-02,Sulawesi,Perkebunan,Excavator,1,1647455872,1647455872,Lost (Gagal),0
TRX-21228,2022-05-03,Jawa,Konstruksi,Excavator,1,1992298259,1992298259,Won (Berhasil),1992298259
TRX-20220,2022-02-13,Kalimantan,Manufaktur,Tractor Agrikultur,3,912338629,2737015887,Won (Berhasil),2737015887
TRX-22955,2023-08-23,Sumatera,Manufaktur,Forklift,2,450022504,900045008,Won (Berhasil),900045008
TRX-20358,2021-08-25,Jawa,Logistik & Gudang,Forklift,4,392145829,1568583316,Won (Berhasil),1568583316
TRX-21606,2023-10-22,Papua,Pertambangan,Excavator,2,1957579931,3915159862,Won (Berhasil),3915159862
TRX-21862,2023-06-15,Jawa,Pertambangan,Forklift,1,407270071,407270071,Lost (Gagal),0
TRX-22425,2021-10-04,Sumatera,Konstruksi,Tractor Agrikultur,3,828507485,2485522455,Won (Berhasil),2485522455
TRX-20259,2022-12-21,Sumatera,Perkebunan,Genset (Generator Set),1,277625620,277625620,Lost (Gagal),0
TRX-22817,2022-08-23,Jawa,Konstruksi,Tractor Agrikultur,3,1089272647,3267817941,Won (Berhasil),3267817941
TRX-20871,2021-01-26,Papua,Pertambangan,Tractor Agrikultur,2,897782623,1795565246,Won (Berhasil),1795565246
TRX-22430,2023-08-13,Kalimantan,Pertambangan,Tractor Agrikultur,3,1000893057,3002679171,Won (Berhasil),3002679171
TRX-21642,2023-05-06,Kalimantan,Perkebunan,Forklift,3,554475809,1663427427,Lost (Gagal),0
TRX-21987,2022-06-27,Sulawesi,Manufaktur,Excavator,1,2483053599,2483053599,Won (Berhasil),2483053599
TRX-22496,2021-10-09,Jawa,Perkebunan,Tractor Agrikultur,1,1184594400,1184594400,Won (Berhasil),1184594400
TRX-22420,2022-01-21,Papua,Pertambangan,Excavator,2,2705282775,5410565550,Won (Berhasil),5410565550
TRX-21551,2021-11-30,Sumatera,Perkebunan,Genset (Generator Set),2,470956409,941912818,Won (Berhasil),941912818
TRX-22840,2022-09-21,Sumatera,Perkebunan,Genset (Generator Set),2,420772357,841544714,Won (Berhasil),841544714
TRX-22761,2021-11-08,Kalimantan,Logistik & Gudang,Genset (Generator Set),5,458446682,2292233410,Won (Berhasil),2292233410
TRX-22362,2022-02-27,Sulawesi,Pertambangan,Tractor Agrikultur,3,1060374963,3181124889,Won (Berhasil),3181124889
TRX-20456,2021-06-07,Jawa,Manufaktur,Excavator,1,2041645673,2041645673,Won (Berhasil),2041645673
TRX-20462,2023-05-27,Sulawesi,Pertambangan,Forklift,4,337284420,1349137680,Lost (Gagal),0
TRX-22259,2021-11-12,Papua,,Excavator,1,1997845883,1997845883,Won (Berhasil),1997845883
TRX-20785,2023-11-02,Papua,Pertambangan,Forklift,3,243741761,731225283,Won (Berhasil),731225283
TRX-21562,2022-09-26,Sulawesi,Perkebunan,Genset (Generator Set),5,233447083,1167235415,Lost (Gagal),0
TRX-20381,2021-12-09,Papua,Pertambangan,Forklift,4,400556080,1602224320,Won (Berhasil),1602224320
TRX-21866,2023-07-20,Sulawesi,Konstruksi,Tractor Agrikultur,2,1138856351,2277712702,Won (Berhasil),2277712702
TRX-22149,2023-01-03,Sulawesi,Pertambangan,Tractor Agrikultur,2,1363139264,2726278528,Lost (Gagal),0
TRX-21261,2021-04-11,Sumatera,Pertambangan,Excavator,1,2833318640,2833318640,In Progress,0
TRX-21600,2021-03-09,Sulawesi,Logistik & Gudang,Genset (Generator Set),5,255915692,1279578460,Won (Berhasil),1279578460
TRX-21697,2023-04-08,Sulawesi,Manufaktur,Excavator,1,2346088319,2346088319,Won (Berhasil),2346088319
TRX-21454,2023-05-26,Papua,Pertambangan,Forklift,1,230301754,230301754,Lost (Gagal),0
TRX-20838,2021-05-14,Papua,Konstruksi,Excavator,1,2210992277,2210992277,Lost (Gagal),0
TRX-21299,2021-11-25,Sulawesi,Manufaktur,Genset (Generator Set),5,240664441,1203322205,Won (Berhasil),1203322205
TRX-21053,2021-08-10,,Pertambangan,Forklift,4,538565911,2154263644,In Progress,0
TRX-21080,2023-07-27,Jawa,Logistik & Gudang,Tractor Agrikultur,2,1026326434,2052652868,Won (Berhasil),2052652868
TRX-21738,2023-11-18,Jawa,Manufaktur,Forklift,2,471003520,942007040,Won (Berhasil),942007040
TRX-21477,2023-07-08,Papua,Manufaktur,Tractor Agrikultur,3,1037220337,3111661011,Lost (Gagal),0
TRX-22397,2023-02-06,Sulawesi,Konstruksi,Genset (Generator Set),3,117033400,351100200,Won (Berhasil),351100200
TRX-20296,2023-05-09,Sulawesi,Perkebunan,Genset (Generator Set),3,241191929,723575787,Lost (Gagal),0
TRX-21533,2023-11-06,Papua,Pertambangan,Tractor Agrikultur,3,1170570133,3511710399,In Progress,0
TRX-21233,2023-03-14,Sumatera,Pertambangan,Genset (Generator Set),1,237474708,237474708,Won (Berhasil),237474708
TRX-20542,2023-11-16,Kalimantan,Perkebunan,Tractor Agrikultur,1,1368832328,1368832328,Lost (Gagal),0
TRX-21292,2022-10-30,Jawa,,Genset (Generator Set),1,464690342,464690342,Lost (Gagal),0
TRX-21317,2022-10-15,Sulawesi,Perkebunan,Forklift,2,281608749,563217498,Won (Berhasil),563217498
TRX-21229,2021-07-12,Sumatera,Perkebunan,Genset (Generator Set),1,125547059,125547059,Won (Berhasil),125547059
TRX-21842,2022-10-24,Kalimantan,Konstruksi,Genset (Generator Set),2,188972682,377945364,Won (Berhasil),377945364
TRX-21117,2023-06-29,Papua,Manufaktur,Forklift,1,277687767,277687767,Won (Berhasil),277687767
TRX-22459,2022-02-09,Papua,Logistik & Gudang,Forklift,3,343344600,1030033800,Lost (Gagal),0
TRX-22272,2022-11-13,Sulawesi,Logistik & Gudang,Genset (Generator Set),1,370528522,370528522,Lost (Gagal),0
TRX-22872,2022-07-05,Jawa,Perkebunan,Excavator,1,2284839845,2284839845,Won (Berhasil),2284839845
TRX-22727,2022-09-16,Sulawesi,Pertambangan,Tractor Agrikultur,5,1227087128,6135435640,Won (Berhasil),6135435640
TRX-22941,2021-03-12,Sumatera,Perkebunan,Excavator,1,2634625633,2634625633,Lost (Gagal),0
TRX-21767,2023-10-23,Jawa,Pertambangan,Excavator,2,2493717193,4987434386,Won (Berhasil),4987434386
TRX-22645,2022-07-26,Kalimantan,Konstruksi,Tractor Agrikultur,2,1124357366,2248714732,Won (Berhasil),2248714732
TRX-22458,2021-06-03,Papua,Logistik & Gudang,Genset (Generator Set),1,457775205,457775205,Won (Berhasil),457775205
TRX-21752,2023-09-04,Papua,Pertambangan,Forklip,3,347698062,1043094186,Won (Berhasil),1043094186
TRX-22681,2022-10-25,Sumatera,Manufaktur,Tractor Agrikultur,2,1078675963,2157351926,Won (Berhasil),2157351926
TRX-20435,2022-07-25,Jawa,Manufaktur,Genset (Generator Set),4,268481480,1073925920,Lost (Gagal),0
TRX-21411,2023-03-13,Kalimantan,Konstruksi,Tractor Agrikultur,4,1192250328,4769001312,Won (Berhasil),4769001312
TRX-20237,2021-12-18,Kalimantan,Manufaktur,Excavator,1,1745594327,1745594327,In Progress,0
TRX-21055,2023-01-04,Papua,Pertambangan,Tractor Agrikultur,4,1189136105,4756544420,In Progress,0
TRX-20109,2021-01-11,Sumatera,Konstruksi,Forklift,5,338423865,1692119325,Won (Berhasil),1692119325
TRX-20781,2023-05-13,Sulawesi,Manufaktur,Genset (Generator Set),2,134941689,269883378,Won (Berhasil),269883378
TRX-22089,2022-01-08,Papua,Pertambangan,Genset (Generator Set),5,492858985,2464294925,Won (Berhasil),2464294925
TRX-20163,2022-11-07,Kalimantan,Pertambangan,Tractor Agrikultur,2,906442307,1812884614,In Progress,0
TRX-20288,2023-09-01,Papua,Konstruksi,Tractor Agrikultur,2,1067296514,2134593028,Won (Berhasil),2134593028
TRX-20252,2022-11-09,Kalimantan,Konstruksi,Forklift,1,500966115,500966115,Won (Berhasil),500966115
TRX-22132,2021-05-24,Sulawesi,Perkebunan,Excavator,1,2719789271,2719789271,Won (Berhasil),2719789271
TRX-22051,2022-02-21,Kalimantan,Manufaktur,Forklift,5,590525017,2952625085,Won (Berhasil),2952625085
TRX-20767,2021-05-06,Kalimantan,Pertambangan,Tractor Agrikultur,4,859082846,3436331384,Won (Berhasil),3436331384
TRX-20787,2022-10-26,Jawa,Manufaktur,Genset (Generator Set),4,296221478,1184885912,Won (Berhasil),1184885912
TRX-21352,2023-10-16,Kalimantan,Pertambangan,Tractor Agrikultur,3,807475897,2422427691,Won (Berhasil),2422427691
TRX-21578,2021-01-01,Papua,Pertambangan,Genset (Generator Set),5,317782009,1588910045,Lost (Gagal),0
TRX-22964,2021-02-14,Sulawesi,Konstruksi,Genset (Generator Set),3,318292900,954878700,Won (Berhasil),954878700
TRX-22828,2021-05-04,Jawa,Konstruksi,Forklift,3,521564804,1564694412,Won (Berhasil),1564694412
TRX-21457,2022-09-15,Kalimantan,Pertambangan,Genset (Generator Set),1,335086577,335086577,Won (Berhasil),335086577
TRX-22370,2023-08-25,Jawa,Pertambangan,Excavator,1,2881654658,2881654658,Won (Berhasil),2881654658
TRX-21962,2022-05-22,Jawa,Perkebunan,Forklift,1,356166702,356166702,Lost (Gagal),0
TRX-22401,2021-04-14,Jawa,Pertambangan,Forklift,2,396411787,792823574,Won (Berhasil),792823574
TRX-22497,2023-06-01,Papua,Pertambangan,Tractor Agrikultur,4,1297979945,5191919780,Lost (Gagal),0
TRX-22865,2022-01-15,Papua,Pertambangan,Genset (Generator Set),1,110826411,110826411,Won (Berhasil),110826411
TRX-21032,2022-05-17,Jawa,Konstruksi,Genset (Generator Set),3,411977170,1235931510,In Progress,0
TRX-22437,2023-08-13,Jawa,Konstruksi,Genset (Generator Set),2,338534122,677068244,Won (Berhasil),677068244
TRX-20461,2022-07-15,Sulawesi,Pertambangan,Genset (Generator Set),5,147878761,739393805,Lost (Gagal),0
TRX-22464,2022-04-27,Kalimantan,Logistik & Gudang,Tractor Agrikultur,4,1402539077,5610156308,Won (Berhasil),5610156308
TRX-21503,2023-06-30,Sulawesi,Konstruksi,Excavator,2,1612627519,3225255038,In Progress,0
TRX-20157,2023-04-28,Kalimantan,Perkebunan,Forklift,1,408131198,408131198,Won (Berhasil),408131198
TRX-22571,2023-08-31,Jawa,Manufaktur,Excavator,1,1891090072,1891090072,Won (Berhasil),1891090072
TRX-21992,2022-06-20,Sulawesi,Konstruksi,Forklift,5,481311520,2406557600,Won (Berhasil),2406557600
TRX-21691,2023-03-18,Sulawesi,Konstruksi,Genset (Generator Set),3,283683645,851050935,Lost (Gagal),0
TRX-20677,2021-02-12,Papua,Konstruksi,Excavator,1,1987292467,1987292467,Won (Berhasil),1987292467
TRX-20644,2023-10-17,Kalimantan,Pertambangan,Genset (Generator Set),1,265870287,265870287,Won (Berhasil),265870287
TRX-22920,2021-12-21,Sulawesi,Perkebunan,Forklift,4,485610291,1942441164,Won (Berhasil),1942441164
TRX-20238,2023-06-16,Jawa,Konstruksi,Tractor Agrikultur,1,804997908,804997908,Won (Berhasil),804997908
TRX-21271,2023-12-21,Sulawesi,Perkebunan,Genset (Generator Set),1,102383329,102383329,In Progress,0
TRX-21769,2022-07-27,Jawa,Pertambangan,Excavator,2,2930123003,5860246006,In Progress,0
TRX-20243,2023-06-18,Sumatera,Perkebunan,Excavator,2,2572174410,5144348820,Won (Berhasil),5144348820
TRX-20100,2023-11-13,Sulawesi,Perkebunan,Excavator,1,2222725056,2222725056,Lost (Gagal),0
TRX-20315,2021-07-31,Papua,Manufaktur,Forklift,4,371098551,1484394204,Won (Berhasil),1484394204
TRX-20903,2022-04-28,Sumatera,Perkebunan,Genset (Generator Set),2,415750018,831500036,Won (Berhasil),831500036
TRX-21113,2022-08-09,Jawa,Pertambangan,Tractor Agrikultur,4,1448781629,5795126516,Won (Berhasil),5795126516
TRX-22379,2021-08-05,Sumatera,Logistik & Gudang,Genset (Generator Set),1,320583981,320583981,Won (Berhasil),320583981
TRX-21103,2021-12-15,Jawa,Konstruksi,Genset (Generator Set),1,332972239,332972239,Lost (Gagal),0
TRX-20261,2022-12-31,Sumatera,Perkebunan,Forklift,5,514485383,2572426915,Won (Berhasil),2572426915
TRX-22353,2022-09-25,Jawa,Pertambangan,Genset (Generator Set),2,426096944,852193888,Won (Berhasil),852193888
TRX-21718,2022-01-21,Sulawesi,Pertambangan,Excavator,2,1856287083,3712574166,Won (Berhasil),3712574166
TRX-20195,2023-10-09,Papua,Pertambangan,Excavator,1,2435730836,2435730836,Won (Berhasil),2435730836
TRX-21665,2021-03-10,Jawa,Manufaktur,Tractor Agrikultur,3,856989424,2570968272,In Progress,0
TRX-22468,2023-12-29,Sumatera,Perkebunan,Genset (Generator Set),4,213850908,855403632,Lost (Gagal),0
TRX-21811,2021-08-25,Sulawesi,Konstruksi,Excavator,1,2964120102,2964120102,Won (Berhasil),2964120102
TRX-20179,2023-03-17,Sulawesi,Konstruksi,Genset (Generator Set),4,340655220,1362620880,In Progress,0
TRX-22354,2023-10-03,Jawa,Perkebunan,Tractor Agrikultur,4,1381251311,5525005244,Lost (Gagal),0
TRX-20194,2021-06-27,Sumatera,Perkebunan,Forklift,1,340592959,340592959,Lost (Gagal),0
TRX-20929,2023-06-22,Jawa,Perkebunan,Genset (Generator Set),5,269595785,1347978925,Won (Berhasil),1347978925
TRX-20340,2021-01-27,Kalimantan,Pertambangan,Forklift,4,448749558,1794998232,Won (Berhasil),1794998232
TRX-22046,2022-07-11,Sulawesi,Manufaktur,Tractor Agrikultur,1,1149715062,1149715062,Won (Berhasil),1149715062
TRX-21225,2022-03-16,Sulawesi,Manufaktur,Tractor Agrikultur,4,1476957306,5907829224,Won (Berhasil),5907829224
TRX-20748,2023-05-03,Sumatera,Perkebunan,Tractor Agrikultur,5,1177036895,5885184475,Lost (Gagal),0
TRX-21123,2022-10-14,Papua,Konstruksi,Forklift,2,351837613,703675226,Lost (Gagal),0
TRX-20662,2022-12-21,Sulawesi,Konstruksi,Excavator,2,1623663651,3247327302,Lost (Gagal),0
TRX-20480,2021-05-27,Kalimantan,Konstruksi,Excavator,2,2855983970,5711967940,Won (Berhasil),5711967940
TRX-20803,2022-04-25,Sumatera,Perkebunan,Excavator,2,2463300948,4926601896,Lost (Gagal),0
TRX-22172,2022-05-19,Sulawesi,Manufaktur,Excavator,1,2364025302,2364025302,In Progress,0
TRX-21582,2021-01-24,Sulawesi,Perkebunan,Tractor Agrikultur,5,902425612,4512128060,Won (Berhasil),4512128060
TRX-21907,2022-04-25,Sulawesi,Logistik & Gudang,Excavator,1,2426234033,2426234033,Lost (Gagal),0
TRX-22473,2022-04-24,Sulawesi,Perkebunan,Genset (Generator Set),1,357084320,357084320,Won (Berhasil),357084320
TRX-20549,2023-07-07,Sumatera,Perkebunan,Genset (Generator Set),3,153679138,461037414,Lost (Gagal),0
TRX-21187,2021-03-26,Papua,Pertambangan,Genset (Generator Set),2,492380247,984760494,Won (Berhasil),984760494
TRX-20783,2023-06-07,Sulawesi,Logistik & Gudang,Forklift,3,573124699,1719374097,Lost (Gagal),0
TRX-22753,2023-10-15,Sulawesi,Manufaktur,Tractor Agrikultur,5,1316202250,6581011250,Lost (Gagal),0
TRX-21964,2021-10-04,Kalimantan,Konstruksi,Forklift,5,545923119,2729615595,Lost (Gagal),0
TRX-20742,2023-07-16,Papua,Pertambangan,Forklift,2,346927102,693854204,Won (Berhasil),693854204
TRX-22453,2021-11-20,Jawa,Manufaktur,Genset (Generator Set),1,340314880,340314880,Won (Berhasil),340314880
TRX-22099,2023-10-20,Jawa,Logistik & Gudang,Excavator,1,1652201349,1652201349,Won (Berhasil),1652201349
TRX-21830,2021-07-11,Papua,Pertambangan,Excavator,2,2537085910,5074171820,Won (Berhasil),5074171820
TRX-21255,2023-01-14,Jawa,Perkebunan,Tractor Agrikultur,3,1206890321,3620670963,Lost (Gagal),0
TRX-22400,2023-06-27,Jawa,Pertambangan,Forklift,3,515285838,1545857514,Won (Berhasil),1545857514
TRX-22042,2023-03-05,Jawa,Pertambangan,Tractor Agrikultur,2,983706671,1967413342,Won (Berhasil),1967413342
TRX-22155,2022-05-08,Sumatera,Perkebunan,Tractor Agrikultur,2,1219102649,2438205298,Lost (Gagal),0
TRX-21507,2023-11-04,Sulawesi,Logistik & Gudang,Genset (Generator Set),1,121386254,121386254,Won (Berhasil),121386254
TRX-20247,2021-12-26,Jawa,Pertambangan,Forklift,3,304105354,912316062,Won (Berhasil),912316062
TRX-22902,2023-01-31,Sulawesi,Logistik & Gudang,Genset (Generator Set),1,376644202,376644202,Lost (Gagal),0
TRX-22603,2023-11-27,Papua,Pertambangan,Excavator,1,2395669148,2395669148,Lost (Gagal),0
TRX-22765,2022-06-25,Kalimantan,Konstruksi,Genset (Generator Set),2,120763667,241527334,Won (Berhasil),241527334
TRX-20626,2022-03-06,Kalimantan,,Genset (Generator Set),3,499097264,1497291792,Won (Berhasil),1497291792
TRX-20347,2023-03-24,Kalimantan,Pertambangan,Tractor Agrikultur,4,1189557783,4758231132,Won (Berhasil),4758231132
TRX-20278,2022-12-10,Sulawesi,Konstruksi,Genset (Generator Set),1,402933784,402933784,Won (Berhasil),402933784
TRX-21861,2021-05-29,Sulawesi,Logistik & Gudang,Genset (Generator Set),3,460058844,1380176532,Lost (Gagal),0
TRX-22969,2023-04-22,Sumatera,Perkebunan,Excavator,2,1870626655,3741253310,Won (Berhasil),3741253310
TRX-20655,2022-05-30,Jawa,Manufaktur,Tractor Agrikultur,5,1219213999,6096069995,Lost (Gagal),0
TRX-22208,2022-01-12,Sulawesi,Logistik & Gudang,Genset (Generator Set),1,406759883,406759883,In Progress,0
TRX-20927,2022-06-30,Papua,Pertambangan,Tractor Agrikultur,5,1420511736,7102558680,Won (Berhasil),7102558680
TRX-22668,2021-05-14,Kalimantan,Manufaktur,Genset (Generator Set),4,255820666,1023282664,In Progress,0
TRX-22631,2023-07-30,Jawa,Pertambangan,Genset (Generator Set),1,142225517,142225517,Won (Berhasil),142225517
TRX-21071,2022-11-30,Kalimantan,Pertambangan,Forklift,3,449811089,1349433267,Lost (Gagal),0
TRX-22583,2021-01-04,Kalimantan,Pertambangan,Forklift,2,429847400,859694800,Lost (Gagal),0
TRX-21273,2022-04-30,Papua,Manufaktur,Forklift,1,422467292,422467292,Won (Berhasil),422467292
